reviewer,description,rating,review_date
Mario Camorongan,"I bought my CR-V at Concord Honda and I am impressed with their professionalism. Recently,  I took it in for a one year service and they are equally superb in their service. Thank you to Richard Johnson,  Service Advisor. He even took the car in himself for car wash to expedite the check out. Job well done!",5.0,2 years ago
Richard Lowe,,5.0,2 years ago
Jasmine Polly,,5.0,2 years ago
wellington brown jr.,Best experience I had buying a car .Great people and salesmen and finance guys. If anyone is interested in getting a Honda go check out Greg,5.0,2 years ago
Sheri jensen,Leaving to go get the car washed last Saturday and the drivers window regulator on my 2000 accord breaks and the window falls partially down. We drove to Honda and Wassif once again gave us excellent service! We didn’t have an appointment …,5.0,2 years ago
Kimally Samuels,Love them,5.0,2 years ago
Chase Willardson,,5.0,2 years ago
Silvia Spiller,,5.0,2 years ago
Ashley Dickson,Ali and his team were awesome! Answered every question and gave me a great customer experience!,5.0,2 years ago
Jeffrey Aquino,,5.0,2 years ago
KateyHolland,They always help me save money on my services by giving me coupons!,5.0,2 years ago
Jo Kerner,"Joe Pratt was my ""service advisor"" and he ""rescued"" Concord Honda Service Department in my opinion. I had a hard time reaching the service department when I called the main number, and finally reached someone on my third try by waiting for …",5.0,2 years ago
Simon Vaysfeld,,5.0,2 years ago
Melissa Sandoval,,5.0,2 years ago
Enrique Barajas,,5.0,2 years ago
H.R Pareek,"it was quick and awesome. it was first service so just oil changes. they did was my car too and i was out within one hour. awesome, thank you concord honda.",5.0,2 years ago
Dr. Raheel Mann,,5.0,2 years ago
Lance Johnson,No complaints! I even got the coupon discount when I didn't have the coupon!,5.0,2 years ago
M B,Great experience. Professional service & squeezed me into the service schedule when I had blown my tire.,5.0,2 years ago
Jun Flores,Over all good service👌🏽,5.0,2 years ago
Terry Yates,"Courtesy first oil change for my 2018 Ridgeline:  I was greeted promptly and the service was performed in a timely fashion.  They also washed the truck (I had asked since we just got back from a 1500 road trip).  Very good car wash, and  they treated the tires as well!  Glad I came here for service!",5.0,2 years ago
elvera bayobay,,5.0,2 years ago
Janice Wheelihan,"Took my car to Jiffy Lube to get a oil change and they did not screw the splash shield on properly, and Honda put it back on for me free of charge except the 2 screws that I lost, they were $5.10 a piece, Thank You Honda for doing this!! I …",5.0,2 years ago
Larry Johnson,perfect attention to details,5.0,2 years ago
Briana Darden,,4.0,2 years ago
Vinita Anantavat,,5.0,2 years ago
Yvette Jimenez,,5.0,2 years ago
John Alvarez,,5.0,2 years ago
Christina James,,5.0,2 years ago
Mike Soriano,great team they have here and really care about the customer,5.0,2 years ago
Mehran Sadeghiyan مهران صادقیان,,5.0,2 years ago
Greg Mena,Jesse Mena is the best!,5.0,2 years ago
Michelle Smith,,5.0,2 years ago
Elizabeth Selig,,5.0,2 years ago
syamal mukherjee,You people provide courteous and fast service to customers. I mean it.,5.0,2 years ago
Cathy Ebreo,,5.0,2 years ago
Robert Bartolome,,5.0,2 years ago
Sherry Scarpulla,"We had an excellent experience. They were friendly, efficient, and the shop was clean. They were very helpful, they even washed my car off for me.",5.0,2 years ago
mariana moreno,"Every time I come to take my car to service, it’s always an amazing experience here at the Concord Honda! I fell in love with my car, at first sight and now I get tre best service for it! Never have been helped better than with my two good …",5.0,2 years ago
MARCO GOMEZ,,5.0,2 years ago
Robert Friedmann,"The battery light came on in my Civic.  I ended up replacing the battery but the light came on again a couple days later.  I went to Concord Honda late in the day, about 3pm, after work.  They said based on my info it was probably the …",5.0,2 years ago
savita sharma,,3.0,2 years ago
PW H,,5.0,2 years ago
Anna Spooner,I'm a fan of Concord Honda. I  had a great sales experience with Chris and I love my Fit! My return visits to the service department have been pleasant and I found the staff to be super helpful friendly.,5.0,2 years ago
Lorraine Orlando,"Easy in and out....actually.got to work at a decent time and Joseph was great.  Friendly, helpful and easy to tall to.",5.0,2 years ago
Jacobandjoe 2000,,5.0,2 years ago
mpfdfirefighter92,,5.0,2 years ago
Cami Pascua,Leo and his Manager was great on helping me getting a car as a first time buyer 🙂👍🏽👍🏽👍🏽👍🏽👍🏽,5.0,2 years ago
Rosemarie Gumpal,,5.0,2 years ago
Red Bridge Clothing Inc.,"I worked with Rick and it was an awesome experience overall.  He was extremely responsive, gave me a great price for the work needing to be done, and got me back on the road fast.  After the repair, the next day my battery died and so I took it to Rick, changed it on the spot!  The level of service is second to none.",5.0,2 years ago
Wayne Lin,the advisor was very helpful and was always one step ahead of me when it comes to my requests/asks. thank you.,5.0,2 years ago
Julia Martinez,All who I encounter was friendly and very helpful. It was very refreshing.,5.0,2 years ago
Kevin Kunze,"Absolutely wonderful experience getting into a new car, finance department is quick and efficient and Chris Zacharakis is the model of professionalism, I can't imagine any car salesman ever matching up to him. Thanks Chris and thank you Concord Honda.",5.0,2 years ago
jeff smith,,5.0,2 years ago
White Cloud,,5.0,2 years ago
Connie Bales,,5.0,2 years ago
ging salenga,,5.0,2 years ago
John Del Dosso,,5.0,2 years ago
Carol Spicer,,5.0,2 years ago
Fatoumata Hann,"I had the best experience with Karim Tabellout ,he is located in the concord area   Ipurchases an SUV yesterday the process was very fast he definitely knows what he’s doing ,best dealership 😃😀",5.0,2 years ago
Junior Serrano,Johnaton is an awesome person. I came in not knowing what to expect. He walked me tru my options and later that day i drove off in my fabulous 2018 HRV!! …,5.0,2 years ago
Carolina Galarza Rabi,Great Service!,5.0,2 years ago
Rocio Soto,,5.0,2 years ago
Kyan III,,5.0,2 years ago
Jcee Villadelgado,Concord Honda was the dealership provided to me by Costco services when looking for a new Honda Odyssey XLE w/ res or Touring. Glad they did! Cristina Sanchez was very helpful and upfront with the price with no effort wasted in trying to up …,5.0,2 years ago
Amit Munshi,Superb,5.0,2 years ago
Kristjan Aubry,"Leo Hawkins helped us out and made the process smooth. Explained everything clearly, and made sure we were taken care of . Chris also helped with the process and paperwork and was able to get us in and out. Overall a good experience!!!",5.0,2 years ago
David Kavanaugh,"Mixed bag.  The routine service went well, fast and courteous.  But I had ask that they look at the windshield washers (barely get the windshield wet, I'm afraid it's a design issue) and there was no comment from the service tech and they …",4.0,2 years ago
Amparo Hernandez,,5.0,2 years ago
Lavanyaa Ganesan,Best Car buying experience. Thank you!!!,5.0,2 years ago
Jeffrey R Barrett,Just purchased a new Honda from Concord Honda. They didn’t have the model I wanted at their site but they ordered one for me.,5.0,2 years ago
Christopher Toberman,I now it sounds funny to say but I had a great experience with these guys. I mean when I started looking for a car it was about 4 months ago. I told the place I wasn't in a hurry just researching for the future. They didn't give me any …,5.0,2 years ago
Cynthia Silvas,,5.0,2 years ago
Rokisha Barnett,Very quick and responsive and initative,5.0,2 years ago
Mercedes Nicholson,,5.0,2 years ago
Elizabeth Gonzalez,Friendly advisor and staff. Listened and did everything possible to accommodate me with my vehicle.,5.0,2 years ago
Lou Ann Maihofer,"Friendly, efficient service.  On time, nice waiting room.",5.0,2 years ago
Montse Wallace,"My experience with Cristina Sanchez at Concord Honda, was remarkable, she facilitated the sale of my new CRV 2018. Cristina was very courteous and went above and beyond to find the exact car that I was looking for. Concord dealer didn’t …",5.0,2 years ago
I.Q. Moore,,5.0,2 years ago
Carmen Perez,,5.0,2 years ago
Hera Blazer,"In 20 years of servicing my Honda vehicles at Concord Honda I had the very best experience the other morning. It was the first time I had not even made an appointment! Wasif Khan was attentive, knowledgeable and thorough. I will definitely request him from now on.",5.0,2 years ago
Miguel Amaya,the attention very good.,5.0,2 years ago
Karim Hadid,,4.0,2 years ago
Douglas Anderson,"good job, everything is working fine. Thanks",5.0,2 years ago
Penny Duplessis,TJ Hall was the best customer service!!!!,5.0,2 years ago
Hayley Jones,,4.0,2 years ago
Tara Kopp,,5.0,2 years ago
Reda Broderick,Excellent service.,5.0,2 years ago
wilby ong,,5.0,2 years ago
Dana H,High volume and high pressure. Didn't have what I wanted so I left.,2.0,2 years ago
Mayrin Hernández,😘😘😘😘😘😍😍,5.0,2 years ago
Veronica Carmona,,5.0,2 years ago
Jerry Fitzgerald Royal,,5.0,2 years ago
Larry Gonzalez,,5.0,2 years ago
Richard Tsuboi,Highest quality service I have experienced at any dealership. Most friendly and helpful staff around. Will continue to let Concord Honda service my car. Thank You Concord Honda,5.0,2 years ago
John Freeman,"Deals are great, sales manager Juan was amazing, great guy...but...6 hours??!!!",4.0,2 years ago
Manuel Duran,Very courteous and professional auto service!,5.0,2 years ago
Irene Adhikari,Great customer service Wasif Khan,5.0,2 years ago
william brennan,"Excellent customer service, good pricing via the Costco auto program, glad I did business with Concord Honda and Cristina their representative.",5.0,2 years ago
Jashuelle Tacaldo,,5.0,2 years ago
l4okelley,I had the best customer service!,5.0,2 years ago
Donell Allen,,5.0,2 years ago
Burton Lau,,4.0,2 years ago
luis alvarenga,,5.0,2 years ago
Qi Jiang,Fast and good service,5.0,2 years ago
Andrea Persinger,,5.0,2 years ago
Luis Zarate,Quick and friend environment,5.0,2 years ago
allan solomon,,5.0,2 years ago
Laura T,Update,1.0,2 years ago
Carlina Ubaldo,,4.0,2 years ago
Logan Jones,"I set an oil change appointment for 10:40am. It is now 1:45 and I have just been informed that they just started working on my car. Please do not come here for service, you will be here all day for something that should take 15 minutes.",1.0,2 years ago
William Hunt,,5.0,2 years ago
Linda Torrello,,5.0,2 years ago
Ron Keeler,,5.0,2 years ago
imer palomares,,5.0,2 years ago
Wendy Matsuda,"This is a review for the service dept.  I had the spark plugs replaced and the oil changed in my 2007 Accord.  The spark plugs were replaced without a problem, but the mechanic overfilled the oil to where it was above the top mark on the …",5.0,2 years ago
Becky B,,5.0,2 years ago
Francis Thiry,"Advisor not up to date on technology, but was very kind and helpful!",3.0,2 years ago
raisin only,Excellent service!,5.0,2 years ago
Ambrose Cruz,,5.0,2 years ago
Katie Frimodig,,5.0,2 years ago
Steve Kalafut,,5.0,2 years ago
Ronald Chan,,4.0,2 years ago
Jason Chin,,5.0,2 years ago
Alfredo Martinez,"I’ve had a very good experience every time, ever since I bought my car from you guys. Friendly, helpful staff, always going above and beyond my expectations.",3.0,2 years ago
Lianne Fulqui,We go here every time our car needs service and they take great care of us.,5.0,2 years ago
Parimal Bhosey,Very professional,5.0,2 years ago
David Helzer,Great people to work with!,5.0,2 years ago
Judith Rust,,5.0,2 years ago
lashawn johnson,Very nice customer service. I was happy with the service I received,5.0,2 years ago
yasmin sultana,,5.0,2 years ago
Renzo Diaz,Thanks for the great service Wassif!!!!!,5.0,2 years ago
joshua pulley,,5.0,2 years ago
Gigi F,I had such an AWESOME experience at Concord Honda! The customer service is top notch. Everyone there treated me with a smile. The building is beautiful and they have a comfortable lounge area. My CRV is fabulous! Cristina Sanchez in sales and Zuheir in Finance rock!!!,5.0,2 years ago
Aliza May Aventurado,Kenji is great! Thanks for the fast and prompt service.,5.0,2 years ago
Mercedes Stewart,,5.0,2 years ago
Haojun Yin,We bought a new 2018 Honda Clarity at Concord Honda. Ali offered us the best price without too much hassle. Yum was friendly during the loan process and gave us discount for extended warranty. The process was quite smooth. We test-drove the …,5.0,2 years ago
Rich86385,This was a simple oil and filter change which was taken care of promptly and effectively.,5.0,2 years ago
Manoj Guragain,"Very good experience with service, went there yesterday for first servicing, treated well and did fantastic job on my 2018 Honda Civic. Gave me a complementary oil change and tire rotation. I forgot the name of a guy but he is very good and friendly",5.0,2 years ago
Sue Cunningham,"I live 5 minutes away from El Cerrito Honda, but drive 30+ minutes to Concord Honda to service my Fit.",5.0,2 years ago
Cyrus Panghulan,Got a very good deal on my first lease of Odyssey! Chris...you rock!,5.0,2 years ago
Jaelynn Dominguez,,5.0,2 years ago
Benjamin Iiams,"We purchased our leased 2015 Civic yesterday from Concord Honda. As has been the case the previous 3 times we've made a purchase or lease here, the salesperson, Mike, and Finance department (Manny) were fantastic, worked quickly to get us …",1.0,2 years ago
Kyle Dameron,"The Service Advisor Rick was outstanding! However, I did have an issue when I picked up my car. The mechanic decided to open up the glove box and rearrange everything, it looked liked a tornado went through it. I brought this to the …",2.0,2 years ago
Maddie Elliott,"To Concord Honda Draler Service,",5.0,2 years ago
April Gantt,My husband says they treated him very nicely even though he was bringing in a car that only had my name on it. What's mine is his...so I appreciate that!,5.0,2 years ago
Susan Keeffe,"Service was friendly, professional and detailed. I received the free checklist service and the service professional was very responsive to my needs. I appreciated the free car wash at the end.",5.0,2 years ago
jon boehlke,,5.0,2 years ago
Alvin Q,"Wonderful experience at Concord Honda.  I've never had an easier experience buying a car.  Chris really took care of us, taking his time to explain the car's features and keeping us apprised every step of the way. Everything went as …",5.0,2 years ago
Kevin Luker,Thank you Richard Johnson. Will see you again next time I need my Honda serviced,5.0,2 years ago
Walter Ramirez,,5.0,2 years ago
Brad Crooker,,5.0,2 years ago
Thomas Flores,Absolutely amazing fast service was in at 7:30 out within an hour. Corey was the person who assisted me did great job! …,5.0,2 years ago
Srinivas Sangani,,5.0,2 years ago
Jose Hernandez,"From the moment I walked through the doors this group of elite car salesman were so awesome, they helped me and made sure i left with a car and a good deal. This was my first time buying a car( I was looking for a used one) and Nikko helped …",5.0,2 years ago
James Rueter,Poor service twice now --won't go back---wait and wait with no action--I will travel further to get better customer attention,1.0,2 years ago
Karyn Graves,,5.0,2 years ago
Belinda Ray,"being an older woman, these people could have taken full advantage of me, I know nothing about cars. Richard was honest and upfront, even advised against one repair for the CRV, saying it could wait. They also worked on my Accord, telling me I only needed new tires, everything else was great!!",5.0,2 years ago
Mark apHugh,Great service. Emily was my service advisor and was very helpful and attentive. The car was returned to me washed and vacuumed. What a treat!,5.0,2 years ago
Cherry Navarrete,I would recommend taking your car to get serviced here . They did a great job and I didn’t expect them to finish it right away ! I was very pleased !,5.0,2 years ago
Daniel Kang,,2.0,2 years ago
Benjamin Krasner,,5.0,2 years ago
Anil Kumar Bathula,"Joyful experience,Painless process. i  always felt  buying a car is one day drama with emotions running high and low.  Concord Honda dispelled the notion. We agreed a price on the  internet, i went to the dealer, in 3 hours i came out with …",5.0,2 years ago
Paul C,Rick in service department has been great to work with for years including these last two trips. He keep both our '06 and '16 CRVs in top shape.,5.0,2 years ago
Sheila Randall,The Lady that I delt with was very kind very nice and very helpful. I will definitely recommend her and this Honda dealership,5.0,2 years ago
Dano Rogers,"We worked with Richard at Concord Honda and he was excellent! He listened to everything we said and requested, he continuously provided us updated and kept us informed while we were waiting. I recommend Richard and the great pleasant experience we had while purchasing our car! 👍🏽👍🏽👍🏽👍🏽",5.0,2 years ago
Dara Merritt,"Not a positive experience. Unprofessional environment. Salesmen calling me ""sweetheart"", Finance people chomping their gum while we sign papers, rude Service Manager. Made us feel that because we were buying one of their used vehicles, we were not very valued as a customer. Would not buy from here again.",2.0,2 years ago
jerald stroughter,"The salesman are liars, they only care about making a quick buck. I would NEVER buy a car from this dealership. Not gonna write an essay about what happened but just know if you buy a car here something’s going to be wrong with it. And the …",1.0,2 years ago
Edmond Hofler,Great service,5.0,2 years ago
jeff white,,5.0,2 years ago
Katie Clausen,,5.0,2 years ago
James Womack,My service adviser was very good and made sure i was aware of what was happening to my vehicle. The work was completed in a timely manner and they pointed out an issue with one of my tire rims. …,4.0,2 years ago
Jaskirat Singh,,5.0,2 years ago
Ammar Sif Al-Deen,They have fantastic staff Mr.MANNY helped me to much. Thank you Honda Concord.,5.0,2 years ago
debra benton,,5.0,2 years ago
Su McGowan,Very nice and friendly staff. Great purchasing experience!,5.0,2 years ago
Melinda Pinlac,,5.0,2 years ago
Richard Burg,"I just had a major service done on my Honda and their service and help were excellent.  This is a top notch facility and my service agent, TJ, took great care of my car getting me the right service for it.",5.0,2 years ago
Ngo Dung,,4.0,2 years ago
Daniel Chevalier,,4.0,2 years ago
Amanda Hamilton,Ali M  is the absolute best!,5.0,2 years ago
Abhinav Kumar,,3.0,2 years ago
Jane Durie,,5.0,2 years ago
Kerry Baker,"TJ was exceptional. 5 star service from beginning to end. He was kind, helpful and thorough. He made my experience at Honda easy and hassle free. Thank you TJ!!!",5.0,2 years ago
Aginae Clyburn,Always thorough and friendly service!,5.0,2 years ago
Frederick Lyons,Great service!,5.0,2 years ago
Teri Alves,,5.0,2 years ago
Nick Hess,,5.0,2 years ago
Jan Kim,,5.0,2 years ago
Jeffrey Sanders,I must admit it was one of the more innocuous and painless car buying experiences I’ve ever had.  Leo the sales rep and Steve in finance made the experience that much more enjoyable.  I look forward to buying more cars from them in the near future,5.0,2 years ago
Meg Thomason,Giant inventory and really pleasant sales team to work with. Our contact was Chris Z and he made everything easy.,5.0,2 years ago
Subrahmanyam Duggirala,"Replaced front brake pads, rear brake pads, break fluid and compliance bushings on April 3,18 at Concord Honda. During my next oil change, the technician told my brakes are worn out and now at 4-5 mm (in July). In December 2018, they told …",1.0,2 years ago
Gael Chapman,"My friend brought in my Pilot for oil and differential servicing on Nov 28 as I was not well.  I drove it a few days later and heard a clanking sound.  As it is seven years old and the routine servicing had just been done, I did not suspect …",1.0,2 years ago
Julio Rivera,,5.0,2 years ago
Pedro Freyre,,4.0,2 years ago
Melinda W,Great people to work with!  Chris with the Costco sales was wonderful and found just the right Odyssey EXL van for me.  We would recommend Chris to anyone looking to purchase a vehicle!,5.0,2 years ago
Lana Stanley,,5.0,2 years ago
Shah Delery,Concord Honda is a dealer I always go buy my cars Ali maloki the Internet director is the person to see he will always treat you how you would expect a 5 stars treatment....,5.0,2 years ago
Lisa Lampo,"We recently had our 2000 Honda CRV serviced at Concord Honda and it was a great experience. Our service advisor, Wasif Khan, took the time to review each item with me and made sure I didn't have any questions. He also reviewed our service record to ensure they didn't perform unnecessary work.",5.0,2 years ago
Mina Farag,,5.0,2 years ago
Amanda Ratcliff,"I'm in love with my new Honda Civic sport. The salesman I worked with was Mike G. He is a very nice and went above and beyond to make everything work, he is also extremely nice and not pushy.",5.0,2 years ago
Alice Kalbfleisch,"Wasif treated me very well  I had him before gives me alot of information, that others do not.  He always checks my tires, the tread which I like.",5.0,2 years ago
Courtney Baptiste,,5.0,2 years ago
Abdul Aziz Ghani,,5.0,2 years ago
Dianna LaFerry,"In the past, I've had very good to excellent customer service from Concord Honda's service department. However, this week I booked a routine oil and air filter change. I booked online, in advance, and was about 10 minutes early to my …",3.0,2 years ago
Mitchell,"Wonderful, fair, and painless experience here from Wahid!",5.0,2 years ago
Taylor Hopkins,,5.0,2 years ago
Phil Dizon,,5.0,2 years ago
Rick Rubino,"While the service was fine, I waited 2 hours and 45 minutes for the shuttle to take me home from Concord Honda while the car was being serviced. It was completely uneccessary since my wife could have picked me up if I had known. The cashier …",1.0,2 years ago
Hailey Sparacino,,5.0,2 years ago
Bruce Lau,"They solved my problem at a reasonable price and was able to use a Costco coupon for 15% off labor, parts and service.",5.0,2 years ago
Carolyn Gittens,"I love my new HR -V from Concord Honda, it’s great on gas and drives really nice! Happy with my choice.",5.0,2 years ago
Kahina Aksoum,👎👎👎👎👎👎👎,1.0,2 years ago
Nora Ruan,Honda dealership replaced a faulty CRV 2017 battery. The car battery was still under warranty.  The personal were kind and helpful,5.0,2 years ago
Cheryl Springer,,5.0,2 years ago
Paula Taylor,Excellent communication and customer service.,5.0,2 years ago
Gema Pelcastre,Chris and Manny were awesome!,5.0,2 years ago
god at fortnite google,Thanks Troy!!!! You are great!!! I love the car and my experience was wonderful because of you. You were not like other salemens who are pushing you into anything and everything! You do your job very well! You went above and beyond. Kid …,5.0,2 years ago
Danielle Poole,Ali is amazing and knowledgeable!,5.0,2 years ago
Gabriel Orozco,,2.0,2 years ago
Ma'en Al-Horani,,4.0,2 years ago
alphonso blunt,"Very unhappy customers. We purchased 2 vehicles from these scam artist. 1 was a certified pre owned 2015 and after complaining about bald tires, and cracked rims, missing windshield wipers, we were told they were fineby MANNY just to end up …",1.0,2 years ago
Linda Saephan,,5.0,2 years ago
Silvino Valentines,,5.0,2 years ago
Alondra Garibay,"Came in to this dealership as my last option and I wasn’t too happy since a previous dealership (Honda El Cerrito) wouldn’t work with me, I came here thinking I wouldn’t get a car but I ended up with the car I wanted and no down payment! If you need a car go see Karim ! He did a great job and did his magic ! Thanks Concord Honda",5.0,2 years ago
Kathy Katsmtk,,4.0,2 years ago
Tim Parsons,"We made an appointment on-line for a Saturday, 10:20am for a simple oil-change and tire rotation. We were told the car would be ready within an hour and a half. I attempted to call Concord Honda five times. Twice the phone rang for over 4 …",1.0,2 years ago
Chris Payne,Great experience and the company conducted business in an honorable way. Something lost in many businesses. Our rep was Simon and he is who you want to ask for when you go there. He was knowledgeable and approachable. He listened to our …,5.0,2 years ago
Harry Bennigson,Easy to set up appointment. Service was completed on time. Staff was very nice and informative.,5.0,2 years ago
Footsteps On Earth,"This was a great experience for us. We were treated excellent and were not rushed during the process. This car was for my daughter who got exactly what she wanted. The deal was better than expected. They truly know how to take care of their customers!!! Thanks to all who helped us, Happy New Year!!!",5.0,2 years ago
Jacob Wink,,5.0,a year ago
Annabelle Semira,,5.0,a year ago
Lucy MEINHARDT,Got the  used car we needed to replace our totaled Honda with friendly thorough service. They did everything including loan application to our bank.,5.0,a year ago
M Manoucheri,,5.0,a year ago
Angelica Ferrera,,5.0,a year ago
Stacey Lundy,"Clarity HEV not in stock, must be very popular! Disappointing. But willing to bargain esp. on used cars.",3.0,a year ago
Marc Ventura,,5.0,a year ago
Viviana Hermosillo,,5.0,a year ago
Anthony Hill,"I just spent nearly $2,000 on an older Honda worth only about $3,000 because I needed the car ready for a cross country trip. The car was serviced on Saturday. On Monday I got two warning lights (engine and IMA) that were not there before. …",5.0,a year ago
Boris Djurdjevic,,5.0,a year ago
Atit Baral,well i already had a great deal but just went to check out there. some random guy showed up called Prabesh. He gave us a excellent deal and great service. I highly recomend this guy. we ended up buying car. love this sells person called Prabesh. Thanks Prabesh.,5.0,a year ago
Jesus Verdugo,,5.0,a year ago
Connie Dippo,"After I scheduled the appointment for service I received a confirming email.  The email did not list tire rotation as I had requested; also it stated  drop off.  Since the email did not state ""Do not Reply"" I did reply with my comments …",4.0,a year ago
Kisty Jimenez,"I went in to get oil changed over the Holiday weekend..my advisor was great! Thanks Honda for making my appointments quick, and easy!",5.0,a year ago
brad crooker,,5.0,a year ago
Venkatash Jayaram,,5.0,a year ago
Jeffrey Hwang,,5.0,a year ago
Debbi King-Dionne,,5.0,a year ago
Kita Young,,5.0,a year ago
Reza Rohani,,5.0,a year ago
W021 MGR4Ancillary,"From the time I  contacted Concord Honda my experience was excellent.  Ali, Christina and Chris handle all of my needs to purchase my new vehicle.",5.0,a year ago
Jim Gherlone,,5.0,a year ago
Betty Dahlquist,Rick was very welcoming and helpful. Took a bit longer than I’d hoped. Coffee machine made a decent cappuccino.,5.0,a year ago
Roy Navarro,,5.0,a year ago
Ernest De Laura,"As with my other Concord Honda experience; I find a competent and professional staff available to assist me.  Most recently, I had my 2015 Honda Accord serviced for its initial oil change and maintenance. …",5.0,a year ago
Marv Ejike,,5.0,a year ago
Marcelo,,5.0,a year ago
Natalie Chan,"Thank you so much to “tag team” of Chris’s, who both made purchasing my first brand new car a far less intimidating experience. They were careful to not pressure me at all and Chris Z. Made himself available for a questions at seemingly all hours of the day 24/7. Thank you both!",5.0,a year ago
rachael stirling,"I had an appointment at 2, I ended up getting there about 30 minutes early. I sat in the appointment line for 45 minutes with absolutely no acknowledgement. I got out of my car to see if someone was even going to speak to me and was told go …",2.0,a year ago
Anmol Singh,,5.0,a year ago
theresa grijalva,,5.0,a year ago
Ken Halldorson,"My Service Technician, Christian, promptly met me in the  ""Appointment Service Bay"".  Due to Concord  Honda's on-line  scheduling, and associated  promotional coupon, we were able to determine, and determine, and …",5.0,a year ago
Jennifer Chang,,4.0,a year ago
Randy Katsura,"Same old scummy sales tactics. Everything is great until you get in back with the finance guy, then they hit you up with the charge for a preinstalled overpriced alarm system and theft ID tracking that wasn't in the quote and the high pressure warranty add-on pitch. Buyer, beware!",1.0,a year ago
Samiha Erakat,,5.0,2 years ago
S.J. Rogers,,5.0,2 years ago
Tamara Bee,,5.0,2 years ago
Lisa Steward,"I received a recall, called for an appointment, got in within days! This Honda place in Concord is awesome and great with each customer. So happy with my beautiful new auto and love the wonderful family atmosphere and the feel of caring service. THANK  YOU",5.0,2 years ago
Solar End,,5.0,a year ago
Flora King,,4.0,a year ago
Atul Patel,"great buying experience, excellent customer service during the sale. Would buy my next honda there again!",5.0,a year ago
Matt Tortorello,"Had a great experience at Concord Honda while buying a new CR-V. Chris Zacharakis (sales) was very kind, genuine, and helpful throughout the whole process. Chris in finance was also great with helping us finalize the purchase and review …",5.0,a year ago
Daniel Garcia,I just bought a 2018 Honda Clarity at Honda of Concord this past weekend and I'm super happy with my purchase and experience. I was working with 3 other dealerships that were a bit closer to my house.. all of them swore that I would not …,5.0,a year ago
Patrizia,We bought our new Honda Pilot and love it! But what we loved the most was the amazing service “Mo” provided us with. A truly relaxing and amazing car purchase experience. I will definitely recommend Mo to anyone who is interested in purchasing a Honda.,5.0,a year ago
Diana Perez,,5.0,a year ago
Lynda Kilday,,5.0,a year ago
Pablo Arroyave,"The people at Concord Honda are absolutely horrible.  The prices are outrageous ($55 to fix a tire?), and for oil change (including filters: air, oil), the bill was over $230!! Another issue is their shuttle service: LOUSY, LOUSY, LOUSY. …",1.0,a year ago
John Duchaine,"Was disappointed with you service, communications, and your pricing!",2.0,a year ago
OrchKeystra Music,I had a great experience trading in my old Nissan through Mo. He’s an awesome sales guy and very knowledgeable and friendly. He read my needs really well and I ended up getting a 2019 Honda Pilot and I’m loving it!,5.0,a year ago
Daniel Arbanas,Second Time dealing with a Sonic Dealership. Go into Dealership to cancel extended warranty and gap. Deal with rude Sales managers.,1.0,a year ago
Chelsea Ridenour,"I always get great service at Concord Honda.  They have an efficient check in process, the staff is always friendly, and I never feel pressured into additional services.",5.0,a year ago
Lulu Flores,,5.0,a year ago
stephon mckinney,the people here had very good customer service skills and were very helpful. love the car i picked out,5.0,a year ago
澤村和雄,,1.0,a year ago
Moonhee Bang,,5.0,a year ago
Paolo Salazar,"TJ and Ismael do great work and they took care of me and my cars needs. TJ took the time to explain everything, and answered all my concerns without any pressure with any decision I made. Great attitude and support.",5.0,a year ago
Clyde Hipolito,"Customer service at its finest!  My experience at Concord Honda has always been pleasant.  Ever since I moved to the East Bay in late 2014, this is where I've been taking my cars for service.  I've also bought 2 cars here in the last 2 …",5.0,a year ago
Joseph Bourque,Pleased with their first free servicing of my vehicle. I was able to just drop in without an appointment and the servicing was done immediately.  Pleasant people to work with.,5.0,a year ago
Nelida Vargas,Great Service,5.0,a year ago
Rick Moitoza,the ddd a thorough job with a recall and oil and lube,5.0,a year ago
Daphne Bess,,4.0,a year ago
Alejandro romero,I had a great expierence having my vehicle serviced. They were exact qith their eta. If i have any further service issue i will have concord honda service it,5.0,a year ago
Spence Wang,"With Costco pricing, I worked with Ali and it went extremely smoothly and easily",5.0,a year ago
MJ conde,The best honda dealership,5.0,a year ago
Lori Parham,We LOVE Concord Honda!,5.0,a year ago
Dinh-Truong Kai,"In and out, very best serviced! Thank you very much!! See you again for next service.....",5.0,a year ago
Kwangjon Kim,,5.0,a year ago
Kristen Hawley,Great experience leasing a car here through the Costco auto program!,5.0,a year ago
Samir Bhatti,,4.0,a year ago
Nestor Aterado,"The advisors’ listen carefully to the client’s car service needs and the technicians, with patience, carry on and finish the job diligently.",5.0,a year ago
Wilquin Orozco,,4.0,a year ago
karen calhoun,"Great, so easy, everyone is so nice.",5.0,a year ago
Barbara McCarty,,5.0,a year ago
Alex Develin,,5.0,a year ago
Nicholas Bowerman,,5.0,a year ago
Paulina Hidalgo,Ali Maloky and Christopher Bongon were great in helping me find a new Honda that was within my budget. I got a beautiful new civic sport with all their help!,5.0,a year ago
Paula Keeler,,5.0,a year ago
Pat Cooper,Great service from Wasif.  Takes excellent care of his customers,5.0,a year ago
Andy Has,,1.0,a year ago
